psalm_number,section_number,verse_number,section_title,part_number,text
46,2,13,Doxology,1,Glory be to the Father
46,2,13,Doxology,2,"and to the Son, and to the Holy Ghost"
46,2,12,Doxology,1,"As it was in the beginning, is now, and ever shall be"
46,2,12,Doxology,2,world without end. Amen.
47,1,1,"Omnes gentes, plaudite",1,"O CLAP your hands together, all ye people"
47,1,1,"Omnes gentes, plaudite",2,O Sing unto God with the voice of melody.
47,1,2,"Omnes gentes, plaudite",1,"For the Lord is high, and to be feared"
47,1,2,"Omnes gentes, plaudite",2,he is the great King upon all the earth.
47,1,3,"Omnes gentes, plaudite",1,He shall subdue the people under us
47,1,3,"Omnes gentes, plaudite",2,and the nations under our feet.
47,1,4,"Omnes gentes, plaudite",1,He shall choose out an heritage for us
47,1,4,"Omnes gentes, plaudite",2,"even the worship of Jacob, whom he loved."
47,1,5,"Omnes gentes, plaudite",1,God is gone up with a merry noise
47,1,5,"Omnes gentes, plaudite",2,and the Lord with the sound of the trump.
47,1,6,"Omnes gentes, plaudite",1,"O sing praises, sing praises unto our God"
47,1,6,"Omnes gentes, plaudite",2,"O sing praises, sing praises unto our King."
47,1,7,"Omnes gentes, plaudite",1,For God is the King of all the earth
47,1,7,"Omnes gentes, plaudite",2,sing ye praises with understanding.
47,1,8,"Omnes gentes, plaudite",1,God reigneth over the heathen
47,1,8,"Omnes gentes, plaudite",2,God sitteth upon his holy seat.
47,1,9,"Omnes gentes, plaudite",1,The princes of the people are joined unto the people of the God of Abraham
47,1,9,"Omnes gentes, plaudite",2,"for God, which is very high exalted, doth defend the earth, as it were with a shield."
47,2,11,Doxology,1,Glory be to the Father
47,2,11,Doxology,2,"and to the Son, and to the Holy Ghost"
47,2,10,Doxology,1,"As it was in the beginning, is now, and ever shall be"
47,2,10,Doxology,2,world without end. Amen.
48,1,1,Magnus Dominus,1,"GREAT is the Lord, and highly to be praised"
48,1,1,Magnus Dominus,2,"in the city of our God, even upon his holy hill."
48,1,2,Magnus Dominus,1,"The hill of Sion is a fair place, and the joy of the whole earth"
48,1,2,Magnus Dominus,2,upon the north-side lieth the city of the great King; God is well known in her palaces as a sure refuge.
48,1,3,Magnus Dominus,1,"For lo, the kings of the earth"
48,1,3,Magnus Dominus,2,"are gathered, and gone by together."
48,1,4,Magnus Dominus,1,They marvelled to see such things
48,1,4,Magnus Dominus,2,"they were astonished, and suddenly cast down."
48,1,5,Magnus Dominus,1,"Fear came there upon them, and sorrow"
48,1,5,Magnus Dominus,2,as upon a woman in her travail.
48,1,6,Magnus Dominus,1,Thou shalt break the ships of the sea
48,1,6,Magnus Dominus,2,through the east-wind.
48,1,7,Magnus Dominus,1,"Like as we have heard, so have we seen in the city of the Lord of hosts, in the city of our God"
48,1,7,Magnus Dominus,2,God upholdeth the same for ever.
48,1,8,Magnus Dominus,1,"We wait for thy loving-kindness, O God"
48,1,8,Magnus Dominus,2,in the midst of thy temple.
48,1,9,Magnus Dominus,1,"O God, according to thy Name, so is thy praise unto the world's end"
48,1,9,Magnus Dominus,2,thy right hand is full of righteousness.
48,1,10,Magnus Dominus,1,"Let the mount Sion rejoice, and the daughters of Judah be glad"
48,1,10,Magnus Dominus,2,because of thy judgements.
48,1,11,Magnus Dominus,1,"Walk about Sion, and go round about her"
48,1,11,Magnus Dominus,2,and tell the towers thereof.
48,1,12,Magnus Dominus,1,"Mark well her bulwarks, set up her houses"
48,1,12,Magnus Dominus,2,that ye may tell them that come after.
48,1,13,Magnus Dominus,1,For this God is our God for ever and ever
48,1,13,Magnus Dominus,2,he shall be our guide unto death.
48,2,15,Doxology,1,Glory be to the Father
48,2,15,Doxology,2,"and to the Son, and to the Holy Ghost"
48,2,14,Doxology,1,"As it was in the beginning, is now, and ever shall be"
48,2,14,Doxology,2,world without end. Amen.
49,1,1,"Audite haec, omnes",1,"O HEAR ye this, all ye people"
49,1,1,"Audite haec, omnes",2,"ponder it with your ears, all ye that dwell in the world;"
49,1,2,"Audite haec, omnes",1,"High and low, rich and poor"
49,1,2,"Audite haec, omnes",2,one with another.
49,1,3,"Audite haec, omnes",1,My mouth shall speak of wisdom
49,1,3,"Audite haec, omnes",2,and my heart shall muse of understanding.
49,1,4,"Audite haec, omnes",1,I will incline mine ear to the parable
49,1,4,"Audite haec, omnes",2,and shew my dark speech upon the harp.
49,1,5,"Audite haec, omnes",1,Wherefore should I fear in the days of wickedness
49,1,5,"Audite haec, omnes",2,and when the wickedness of my heels compasseth me round about?
49,1,6,"Audite haec, omnes",1,There be some that put their trust in their goods
49,1,6,"Audite haec, omnes",2,and boast themselves in the multitude of their riches.
49,1,7,"Audite haec, omnes",1,But no man may deliver his brother
49,1,7,"Audite haec, omnes",2,nor make agreement unto God for him;
49,1,8,"Audite haec, omnes",1,For it cost more to redeem their souls
49,1,8,"Audite haec, omnes",2,so that he must let that alone for ever;
49,1,9,"Audite haec, omnes",1,"Yea, though he live long"
49,1,9,"Audite haec, omnes",2,and see not the grave.
49,1,10,"Audite haec, omnes",1,"For he seeth that wise men also die, and perish together"
49,1,10,"Audite haec, omnes",2,"as well as the ignorant and foolish, and leave their riches for other."
49,1,11,"Audite haec, omnes",1,And yet they think that their houses shall continue for ever
49,1,11,"Audite haec, omnes",2,and that their dwelling-places shall endure from one generation to another; and call the lands after their own names.
49,1,12,"Audite haec, omnes",1,"Nevertheless, man will not abide in honour"
49,1,12,"Audite haec, omnes",2,seeing he may be compared unto the beasts that perish; this is the way of them.
49,1,13,"Audite haec, omnes",1,This is their foolishness
49,1,13,"Audite haec, omnes",2,and their posterity praise their saying.
49,1,14,"Audite haec, omnes",1,"They lie in the hell like sheep, death gnaweth upon them, and the righteous shall have domination over them in the morning"
49,1,14,"Audite haec, omnes",2,their beauty shall consume in the sepulchre out of their dwelling.
49,1,15,"Audite haec, omnes",1,But God hath delivered my soul from the place of hell
49,1,15,"Audite haec, omnes",2,for he shall receive me.
49,1,16,"Audite haec, omnes",1,"Be not thou afraid, though one be made rich"
49,1,16,"Audite haec, omnes",2,or if the glory of his house be increased;
49,1,17,"Audite haec, omnes",1,For he shall carry nothing away with him when he dieth
49,1,17,"Audite haec, omnes",2,neither shall his pomp follow him.
49,1,18,"Audite haec, omnes",1,"For while he lived, he counted himself an happy man"
49,1,18,"Audite haec, omnes",2,"and so long as thou doest well unto thyself, men will speak good of thee."
49,1,19,"Audite haec, omnes",1,He shall follow the generation of his fathers
49,1,19,"Audite haec, omnes",2,and shall never see light.
49,1,20,"Audite haec, omnes",1,Man being in honour hath no understanding
49,1,20,"Audite haec, omnes",2,but is compared unto the beasts that perish.
49,2,21,Doxology,1,Glory be to the Father
49,2,21,Doxology,2,"and to the Son, and to the Holy Ghost"
49,2,22,Doxology,1,"As it was in the beginning, is now, and ever shall be"
49,2,22,Doxology,2,world without end. Amen.
50,1,1,Deus deorum,1,"THE Lord, even the most mighty God, hath spoken"
50,1,1,Deus deorum,2,"and called the world, from the rising up of the sun unto the going down thereof."
50,1,2,Deus deorum,1,Out of Sion hath God appeared
50,1,2,Deus deorum,2,in perfect beauty.
50,1,3,Deus deorum,1,"Our God shall come, and shall not keep silence"
50,1,3,Deus deorum,2,"there shall go before him a consuming fire, and a mighty tempest shall be stirred up round about him."
50,1,4,Deus deorum,1,He shall call the heaven from above
50,1,4,Deus deorum,2,"and the earth, that he may judge his people."
50,1,5,Deus deorum,1,Gather my saints together unto me
50,1,5,Deus deorum,2,those that have made a covenant with me with sacrifice.
50,1,6,Deus deorum,1,And the heavens shall declare his righteousness
50,1,6,Deus deorum,2,for God is Judge himself.
50,1,7,Deus deorum,1,"Hear, O my people, and I will speak"
50,1,7,Deus deorum,2,"I myself will testify against thee, O Israel; for I am God, even thy God."
50,1,8,Deus deorum,1,"I will not reprove thee because of thy sacrifices, or for thy burnt-offerings"
50,1,8,Deus deorum,2,because they were not alway before me.
50,1,9,Deus deorum,1,I will take no bullock out of thine house
50,1,9,Deus deorum,2,nor he-goat out of thy folds.
50,1,10,Deus deorum,1,For all the beasts of the forest are mine
50,1,10,Deus deorum,2,and so are the cattle upon a thousand hills.
50,1,11,Deus deorum,1,I know all the fowls upon the mountains
50,1,11,Deus deorum,2,and the wild beasts of the field are in my sight.
50,1,12,Deus deorum,1,"If I be hungry, I will not tell thee"
50,1,12,Deus deorum,2,"for the whole world is mine, and all that is therein."
50,1,13,Deus deorum,1,Thinkest thou that I will eat bulls' flesh
50,1,13,Deus deorum,2,and drink the blood of goats?
50,1,14,Deus deorum,1,Offer unto God thanksgiving
50,1,14,Deus deorum,2,and pay thy vows unto the most Highest.
50,1,15,Deus deorum,1,And call upon me in the time of trouble
50,1,15,Deus deorum,2,"so will I hear thee, and thou shalt praise me."
50,1,16,Deus deorum,1,But unto the ungodly said God
50,1,16,Deus deorum,2,"Why dost thou preach my laws, and takest my covenant in thy mouth;"
50,1,17,Deus deorum,1,Whereas thou hatest to be reformed
50,1,17,Deus deorum,2,and hast cast my words behind thee?
50,1,18,Deus deorum,1,"When thou sawest a thief, thou consentedst unto him"
50,1,18,Deus deorum,2,and hast been partaker with the adulterers.
50,1,19,Deus deorum,1,Thou hast let thy mouth speak wickedness
50,1,19,Deus deorum,2,and with thy tongue thou hast set forth deceit.
50,1,20,Deus deorum,1,"Thou satest, and spakest against thy brother"
50,1,20,Deus deorum,2,"yea, and hast slandered thine own mother's son."
50,1,21,Deus deorum,1,"These things hast thou done, and I held my tongue, and thou thoughtest wickedly, that I am even such a one as thyself"
50,1,21,Deus deorum,2,"but I will reprove thee, and set before thee the things that thou hast done."
50,1,22,Deus deorum,1,"O consider this, ye that forget God"
50,1,22,Deus deorum,2,"lest I pluck you away, and there be none to deliver you."
50,1,23,Deus deorum,1,"Whoso offereth me thanks and praise, he honoureth me"
50,1,23,Deus deorum,2,and to him that ordereth his conversation right will I shew the salvation of God.
50,2,25,Doxology,1,Glory be to the Father
50,2,25,Doxology,2,"and to the Son, and to the Holy Ghost"
50,2,24,Doxology,1,"As it was in the beginning, is now, and ever shall be"
50,2,24,Doxology,2,world without end. Amen.
51,1,1,"Miserere mei, Deus",1,"HAVE mercy upon me, O God, after thy great goodness"
51,1,1,"Miserere mei, Deus",2,according to the multitude of thy mercies do away mine offences.
51,1,2,"Miserere mei, Deus",1,Wash me throughly from my wickedness
51,1,2,"Miserere mei, Deus",2,and cleanse me from my sin.
51,1,3,"Miserere mei, Deus",1,For I acknowledge my faults
51,1,3,"Miserere mei, Deus",2,and my sin is ever before me.
51,1,4,"Miserere mei, Deus",1,"Against thee only have I sinned, and done this evil in thy sight"
51,1,4,"Miserere mei, Deus",2,"that thou mightest be justified in thy saying, and clear when thou art judged."
51,1,5,"Miserere mei, Deus",1,"Behold, I was shapen in wickedness"
51,1,5,"Miserere mei, Deus",2,and in sin hath my mother conceived me.
51,1,6,"Miserere mei, Deus",1,"But lo, thou requirest truth in the inward parts"
51,1,6,"Miserere mei, Deus",2,and shalt make me to understand wisdom secretly.
51,1,7,"Miserere mei, Deus",1,"Thou shalt purge me with hyssop, and I shall be clean"
51,1,7,"Miserere mei, Deus",2,"thou shalt wash me, and I shall be whiter than snow."
51,1,8,"Miserere mei, Deus",1,Thou shalt make me hear of joy and gladness
51,1,8,"Miserere mei, Deus",2,that the bones which thou hast broken may rejoice.
51,1,9,"Miserere mei, Deus",1,Turn thy face from my sins
51,1,9,"Miserere mei, Deus",2,and put out all my misdeeds.
51,1,10,"Miserere mei, Deus",1,"Make me a clean heart, O God"
51,1,10,"Miserere mei, Deus",2,and renew a right spirit within me.
51,1,11,"Miserere mei, Deus",1,Cast me not away from thy presence
51,1,11,"Miserere mei, Deus",2,and take not thy holy Spirit from me.
51,1,12,"Miserere mei, Deus",1,O give me the comfort of thy help again
51,1,12,"Miserere mei, Deus",2,and stablish me with thy free Spirit.
51,1,13,"Miserere mei, Deus",1,Then shall I teach thy ways unto the wicked
51,1,13,"Miserere mei, Deus",2,and sinners shall be converted unto thee.
51,1,14,"Miserere mei, Deus",1,"Deliver me from blood-guiltiness, O God, thou that art the God of my health"
51,1,14,"Miserere mei, Deus",2,and my tongue shall sing of thy righteousness.
51,1,15,"Miserere mei, Deus",1,"Thou shalt open my lips, O Lord"
51,1,15,"Miserere mei, Deus",2,and my mouth shall shew thy praise.
51,1,16,"Miserere mei, Deus",1,"For thou desirest no sacrifice, else would I give it thee"
51,1,16,"Miserere mei, Deus",2,but thou delightest not in burnt-offerings.
51,1,17,"Miserere mei, Deus",1,The sacrifice of God is a troubled spirit
51,1,17,"Miserere mei, Deus",2,"a broken and contrite heart, O God, shalt thou not despise."
51,1,18,"Miserere mei, Deus",1,O be favourable and gracious unto Sion
51,1,18,"Miserere mei, Deus",2,build thou the walls of Jerusalem.
51,1,19,"Miserere mei, Deus",1,"Then shalt thou be pleased with the sacrifice of righteousness, with the burnt-offerings and oblations"
51,1,19,"Miserere mei, Deus",2,then shall they offer young bullocks upon thine altar.
51,2,21,Doxology,1,Glory be to the Father
51,2,21,Doxology,2,"and to the Son, and to the Holy Ghost"
51,2,20,Doxology,1,"As it was in the beginning, is now, and ever shall be"
51,2,20,Doxology,2,world without end. Amen.
52,1,1,Quid gloriaris?,1,"WHY boastest thou thyself, thou tyrant"
52,1,1,Quid gloriaris?,2,that thou canst do mischief;
52,1,2,Quid gloriaris?,1,Whereas the goodness of God
52,1,2,Quid gloriaris?,2,endureth yet daily?
52,1,3,Quid gloriaris?,1,Thy tongue imagineth wickedness
52,1,3,Quid gloriaris?,2,and with lies thou cuttest like a sharp rasor.
52,1,4,Quid gloriaris?,1,Thou hast loved unrighteousness more than goodness
52,1,4,Quid gloriaris?,2,and to talk of lies more than righteousness.
52,1,5,Quid gloriaris?,1,Thou hast loved to speak all words that may do hurt
52,1,5,Quid gloriaris?,2,O thou false tongue.
52,1,6,Quid gloriaris?,1,Therefore shall God destroy thee for ever
52,1,6,Quid gloriaris?,2,"he shall take thee, and pluck thee out of thy dwelling, and root thee out of the land of the living."
52,1,7,Quid gloriaris?,1,"The righteous also shall see this, and fear"
52,1,7,Quid gloriaris?,2,and shall laugh him to scorn;
